# r_minor                R                      currdens               B_tor                  B_theta                Psi_N                  
# time step #000000
  8.581409752027078E-01  9.953866776702414E+00  1.720739678261807E+04  1.008371664973545E+00  2.796052132458489E-02  8.175162641506529E-01
  8.588645687822847E-01  9.953738896941443E+00  1.711387780401889E+04  1.008390970113898E+00  2.795272043222740E-02  8.185132849664754E-01
  8.595881918168129E-01  9.953610790591981E+00  1.702035263177579E+04  1.008410306481569E+00  2.794485760005060E-02  8.195103419206907E-01
  8.603121980079791E-01  9.953482438710489E+00  1.692682909430315E+04  1.008429675285331E+00  2.793693387816294E-02  8.205073497817298E-01
  8.610362359673496E-01  9.953353774500412E+00  1.683329859340368E+04  1.008449083504184E+00  2.792894892879697E-02  8.215043942887118E-01
  8.617607876337210E-01  9.953224960723420E+00  1.673975448723510E+04  1.008468516226815E+00  2.792090242865313E-02  8.225015619466634E-01
  8.624851021339635E-01  9.953095727036501E+00  1.664623685355418E+04  1.008487996068201E+00  2.791279840737995E-02  8.234983962040064E-01
  8.632101564570479E-01  9.952966500793556E+00  1.655267906971607E+04  1.008507487819154E+00  2.790463112396191E-02  8.244956538819224E-01
  8.639347935716162E-01  9.952836648875593E+00  1.645916870267216E+04  1.008527044268223E+00  2.789640905600470E-02  8.254923334921794E-01
  8.646604401836951E-01  9.952707034684707E+00  1.636558692449034E+04  1.008546593817318E+00  2.788812146684838E-02  8.264897936950747E-01
  8.653854085530840E-01  9.952576505509667E+00  1.627208260578390E+04  1.008566232475077E+00  2.787978273894443E-02  8.274863260077917E-01
  8.661116530734999E-01  9.952446616097570E+00  1.617847879058198E+04  1.008585829380520E+00  2.787137675770736E-02  8.284839773900233E-01
  8.668368224905812E-01  9.952315306515812E+00  1.608499607421411E+04  1.008605558933824E+00  2.786292005141051E-02  8.294801856598563E-01
  8.675638482215330E-01  9.952185255107226E+00  1.599135049096462E+04  1.008625195690466E+00  2.785438237387367E-02  8.304782538159708E-01
  8.682890495555156E-01  9.952052991624861E+00  1.589790862606541E+04  1.008645034586892E+00  2.784579998430060E-02  8.314739152964737E-01
  8.690172173926168E-01  9.951923184753639E+00  1.580418474567867E+04  1.008664673168650E+00  2.783712534455602E-02  8.324728328432556E-01
  8.697421412327347E-01  9.951790014514422E+00  1.571082148513962E+04  1.008684632872486E+00  2.782842243494826E-02  8.334675251760888E-01
  8.704723308299492E-01  9.951660909679171E+00  1.561692863668807E+04  1.008704176007024E+00  2.781960354108873E-02  8.344683768224244E-01
  8.711966469035891E-01  9.951528547130811E+00  1.552372400702781E+04  1.008724060362210E+00  2.781078865462768E-02  8.354614317857715E-01
  8.719318742238977E-01  9.951393681291213E+00  1.542914127224030E+04  1.008744283283869E+00  2.780177953474952E-02  8.364690716678461E-01
  8.726565474284189E-01  9.951261116403682E+00  1.533595763015674E+04  1.008764189610355E+00  2.779284151295088E-02  8.374618817665607E-01
  8.733806064338389E-01  9.951130870171598E+00  1.524292268906913E+04  1.008783863217519E+00  2.778385520564283E-02  8.384533152252537E-01
  8.741101472332942E-01  9.950995120234857E+00  1.514913761503313E+04  1.008804137263706E+00  2.777473692261145E-02  8.394522725736170E-01
  8.748371317072399E-01  9.950860855464638E+00  1.505571259183666E+04  1.008824297161478E+00  2.776559185324142E-02  8.404474450603091E-01
  8.755666348806919E-01  9.950726701384051E+00  1.496203785344504E+04  1.008844397244656E+00  2.775636122679549E-02  8.414453856946007E-01
  8.762953591909159E-01  9.950592427664327E+00  1.486846332709568E+04  1.008864550569471E+00  2.774708000995358E-02  8.424421898553046E-01
  8.770245801930827E-01  9.950457666512973E+00  1.477487924614195E+04  1.008884744191321E+00  2.773773792504072E-02  8.434390554748652E-01
  8.777544541110698E-01  9.950323339877672E+00  1.468123023655448E+04  1.008904923641452E+00  2.772832923115342E-02  8.444366430612044E-01
  8.784837825606561E-01  9.950187716332309E+00  1.458768001525573E+04  1.008925222431365E+00  2.771887188514312E-02  8.454330395167297E-01
  8.792143417870874E-01  9.950053013705993E+00  1.449401038064677E+04  1.008945458121284E+00  2.770934286388346E-02  8.464307964434754E-01
  8.799440313943319E-01  9.949916778280787E+00  1.440046667835350E+04  1.008965835757040E+00  2.769976738312517E-02  8.474270453891287E-01
  8.806751318355178E-01  9.949781474956261E+00  1.430679165479700E+04  1.008986148494367E+00  2.769011109550054E-02  8.484247881973414E-01
  8.814054059621195E-01  9.949644726016185E+00  1.421322991639614E+04  1.009006597457057E+00  2.768040114977531E-02  8.494211689571441E-01
  8.821369734001615E-01  9.949508680611990E+00  1.411955777905394E+04  1.009027000314349E+00  2.767061338527708E-02  8.504187971004640E-01
  8.828678665761224E-01  9.949371585879012E+00  1.402597709042752E+04  1.009047504530552E+00  2.766077043591310E-02  8.514153344740566E-01
  8.835997491119673E-01  9.949234704854270E+00  1.393232631257568E+04  1.009068005139549E+00  2.765085493254313E-02  8.524126394753397E-01
  8.843315336717994E-01  9.949097325799116E+00  1.383869425231606E+04  1.009088561529456E+00  2.764087711410219E-02  8.534096887081394E-01
  8.850636491479821E-01  9.948959554212555E+00  1.374507537460918E+04  1.009109164372012E+00  2.763083678471670E-02  8.544065513414305E-01
  8.857962368395801E-01  9.948821806489661E+00  1.365141258779240E+04  1.009129779268350E+00  2.762072794519739E-02  8.554038819911913E-01
  8.865287173506887E-01  9.948683255744690E+00  1.355780152234851E+04  1.009150475860579E+00  2.761056185738613E-02  8.564005710353579E-01
  8.872619706722298E-01  9.948544982326228E+00  1.346412489460021E+04  1.009171162750277E+00  2.760032553606439E-02  8.573979857678611E-01
  8.879949362796149E-01  9.948405821818222E+00  1.337050867775737E+04  1.009191938548830E+00  2.759003386700988E-02  8.583946571757336E-01
  8.887287317104328E-01  9.948266915121186E+00  1.327683295979764E+04  1.009212706067403E+00  2.757967339811343E-02  8.593919865168126E-01
  8.894623290548551E-01  9.948127298552098E+00  1.318319638364583E+04  1.009233548114446E+00  2.756925601499319E-02  8.603888181306673E-01
  8.901965539427809E-01  9.947987616937848E+00  1.308953412014486E+04  1.009254408957790E+00  2.755877454705840E-02  8.613859124263979E-01
  8.909309708452969E-01  9.947847645654912E+00  1.299586029023328E+04  1.009275309052777E+00  2.754823108143859E-02  8.623830953779552E-01
  8.916655521610142E-01  9.947707117720709E+00  1.290221611311487E+04  1.009296269777485E+00  2.753763086176837E-02  8.633798976104310E-01
  8.924007202686020E-01  9.947566675280571E+00  1.280852274525257E+04  1.009317237328837E+00  2.752696496168001E-02  8.643772299639327E-01
  8.931357234127356E-01  9.947425530136202E+00  1.271488290506432E+04  1.009338277386733E+00  2.751624653948336E-02  8.653739096919765E-01
  8.938714999310904E-01  9.947284458444772E+00  1.262118626712495E+04  1.009359326661013E+00  2.750545612047149E-02  8.663712012279391E-01
  8.946072016815153E-01  9.947142785534922E+00  1.252751882267208E+04  1.009380440559408E+00  2.749460140545295E-02  8.673681154050797E-01
  8.953434315798412E-01  9.947000896897608E+00  1.243383703719858E+04  1.009401587255575E+00  2.748367759778341E-02  8.683651578821142E-01
  8.960799269508463E-01  9.946858771897128E+00  1.234013889380678E+04  1.009422768860501E+00  2.747268489411850E-02  8.693623475510172E-01
  8.968166682978009E-01  9.946716059998792E+00  1.224645909799489E+04  1.009444015249125E+00  2.746162803816454E-02  8.703592776722634E-01
  8.975538247529905E-01  9.946573337956721E+00  1.215275530267789E+04  1.009465276076822E+00  2.745050216288540E-02  8.713564594407783E-01
  8.982909814087566E-01  9.946430016989579E+00  1.205908325722165E+04  1.009486601712924E+00  2.743931468518641E-02  8.723532351439413E-01
  8.990288067586605E-01  9.946286575794231E+00  1.196537224148800E+04  1.009507953335881E+00  2.742805731586345E-02  8.733504129299967E-01
  8.997667442171853E-01  9.946142798965514E+00  1.187166526949628E+04  1.009529347868383E+00  2.741673577909165E-02  8.743475078824088E-01
  9.005050708023561E-01  9.945998512211796E+00  1.177796715464644E+04  1.009550800484154E+00  2.740535122160529E-02  8.753444529451962E-01
  9.012437476084858E-01  9.945854137937003E+00  1.168424716869029E+04  1.009572274165432E+00  2.739390010915928E-02  8.763416185510670E-01
  9.019825339876772E-01  9.945709177902797E+00  1.159055213454015E+04  1.009593812918516E+00  2.738238889849440E-02  8.773384517394220E-01
  9.027219341176469E-01  9.945564108957569E+00  1.149682136066321E+04  1.009615375971173E+00  2.737081029197026E-02  8.783356529730156E-01
  9.034614679185499E-01  9.945418682374290E+00  1.140309679237902E+04  1.009636983830738E+00  2.735917004339587E-02  8.793327456812221E-01
  9.042013216222708E-01  9.945272793103374E+00  1.130938788118484E+04  1.009658645757776E+00  2.734746985426095E-02  8.803296177952026E-01
  9.049416826058575E-01  9.945126846061015E+00  1.121564076730071E+04  1.009680327831110E+00  2.733570318634279E-02  8.813268890463056E-01
  9.056820754131968E-01  9.944980237941742E+00  1.112192860584375E+04  1.009702079672983E+00  2.732388001173051E-02  8.823237134890557E-01
  9.064230830237489E-01  9.944833561205195E+00  1.102818228495822E+04  1.009723853090679E+00  2.731199170975994E-02  8.833208912391490E-01
  9.071642344022793E-01  9.944686550728395E+00  1.093444135870379E+04  1.009745668841252E+00  2.730004404136789E-02  8.843179711298160E-01
  9.079057598342901E-01  9.944538991542732E+00  1.084071104245288E+04  1.009767547612383E+00  2.728802938669524E-02  8.853148777219989E-01
  9.086476778174782E-01  9.944391326741970E+00  1.074695826138746E+04  1.009789449941382E+00  2.727594227776818E-02  8.863120127286990E-01
  9.093897625425101E-01  9.944243079276243E+00  1.065322298821692E+04  1.009811417509466E+00  2.726378860782978E-02  8.873088978568815E-01
  9.101323823204257E-01  9.944094622496401E+00  1.055946713714135E+04  1.009833419744159E+00  2.725156373154464E-02  8.883059790239293E-01
  9.108754018231273E-01  9.943945933479187E+00  1.046568880226242E+04  1.009855454110135E+00  2.723926787716997E-02  8.893032792594041E-01
  9.116185174179398E-01  9.943796548951934E+00  1.037194936152959E+04  1.009877566106626E+00  2.722690982864456E-02  8.903000832169793E-01
  9.123621573187435E-01  9.943647063682690E+00  1.027817871945523E+04  1.009899701174487E+00  2.721448055627437E-02  8.912972109816231E-01
  9.131060634320609E-01  9.943497135783510E+00  1.018440817057597E+04  1.009921889905244E+00  2.720198482887489E-02  8.922942890381317E-01
  9.138502837840116E-01  9.943346822702946E+00  1.009065221330191E+04  1.009944125975940E+00  2.718942508458477E-02  8.932911679347545E-01
  9.145950010787213E-01  9.943196303191359E+00  9.996863027259249E+03  1.009966396183280E+00  2.717679525999841E-02  8.942883795356192E-01
  9.153398673167252E-01  9.943045228685866E+00  9.903099511917575E+03  1.009988728831945E+00  2.716410396869020E-02  8.952852545419480E-01
  9.160853206328441E-01  9.942893943036029E+00  9.809308334334915E+03  1.010011095755200E+00  2.715134428767296E-02  8.962824021006391E-01
  9.168310110736911E-01  9.942742299019647E+00  9.715514868356828E+03  1.010033508899172E+00  2.713852020415595E-02  8.972795334739445E-01
  9.175769997036658E-01  9.942590195652866E+00  9.621741551316687E+03  1.010055975942571E+00  2.712563535371764E-02  8.982763972019107E-01
  9.183234888446103E-01  9.942437812324425E+00  9.527940219940750E+03  1.010078483847911E+00  2.711268347811784E-02  8.992735301872737E-01
  9.190703977875707E-01  9.942285370001201E+00  9.434125800296762E+03  1.010101008965578E+00  2.709966700776491E-02  9.002707955498501E-01
  9.198174481881281E-01  9.942131963564485E+00  9.340341982428610E+03  1.010123638123731E+00  2.708659287706693E-02  9.012676244487071E-01
  9.205649709685036E-01  9.941978574574938E+00  9.246535571837152E+03  1.010146278742362E+00  2.707345373870481E-02  9.022646948608444E-01
  9.213128072637028E-01  9.941824737609700E+00  9.152729551597899E+03  1.010168973267932E+00  2.706025363651452E-02  9.032617107468917E-01
  9.220611141153362E-01  9.941670517193653E+00  9.058919650694839E+03  1.010191717155137E+00  2.704698240419000E-02  9.042587280451103E-01
  9.228097606462562E-01  9.941515985028360E+00  8.965098964783696E+03  1.010214504015089E+00  2.703363817027086E-02  9.052558283428794E-01
  9.235587382783524E-01  9.941360999752719E+00  8.871283839759051E+03  1.010237345887840E+00  2.702022387171063E-02  9.062528215245709E-01
  9.243081735148563E-01  9.941205604957725E+00  8.777460807174981E+03  1.010260239780800E+00  2.700673809252001E-02  9.072498568442139E-01
  9.250579599206825E-01  9.941049906027505E+00  8.683627501065337E+03  1.010283176118854E+00  2.699318096935993E-02  9.082469701131197E-01
  9.258080648463941E-01  9.940893722737268E+00  8.589804963038954E+03  1.010306170206913E+00  2.697955616458741E-02  9.092439157262322E-01
  9.265586915525084E-01  9.940737189570655E+00  8.495965352406176E+03  1.010329210913282E+00  2.696586010624719E-02  9.102410092717851E-01
  9.273096258258774E-01  9.940580318818018E+00  8.402121445520184E+03  1.010352297198316E+00  2.695209516252046E-02  9.112381117954724E-01
  9.280609124909057E-01  9.940422998456922E+00  8.308287573415435E+03  1.010375437732989E+00  2.693826403916252E-02  9.122350587552620E-01
  9.288126565377667E-01  9.940265253465805E+00  8.214441757940194E+03  1.010398632740700E+00  2.692436399259347E-02  9.132320881773709E-01
  9.295648094430480E-01  9.940107209376661E+00  8.120581678768407E+03  1.010421869995030E+00  2.691039513807471E-02  9.142292385650927E-01
  9.303173020455402E-01  9.939948689216520E+00  8.026733087880714E+03  1.010445164119699E+00  2.689636191813957E-02  9.152262137978899E-01
  9.310702123516225E-01  9.939789817480646E+00  7.932880129500507E+03  1.010468504896198E+00  2.688226244243476E-02  9.162231976991455E-01
  9.318235886390291E-01  9.939630594931067E+00  7.839006144388534E+03  1.010491893745766E+00  2.686809469390772E-02  9.172203696434845E-01
  9.325773174042991E-01  9.939470914724662E+00  7.745141203970316E+03  1.010515338083922E+00  2.685386378332126E-02  9.182173941950367E-01
  9.333315235476084E-01  9.939310972790320E+00  7.651269830374997E+03  1.010538820266160E+00  2.683956781515656E-02  9.192144594946267E-01
  9.340859461099512E-01  9.939150461045584E+00  7.557403397110395E+03  1.010562371464710E+00  2.682520913175182E-02  9.202114060460403E-01
  9.348409013038922E-01  9.938989630195220E+00  7.463524588839667E+03  1.010585963705638E+00  2.681078553324582E-02  9.212084540164697E-01
  9.355962977512248E-01  9.938828395970841E+00  7.369645340595869E+03  1.010609608767621E+00  2.679630023642609E-02  9.222054594934674E-01
  9.363521360474650E-01  9.938666814644630E+00  7.275750665423274E+03  1.010633301591762E+00  2.678174109103185E-02  9.232025956952232E-01
  9.371083132619495E-01  9.938504799479590E+00  7.181859529228754E+03  1.010657048455720E+00  2.676710863913527E-02  9.241996497779636E-01
  9.378649943053273E-01  9.938342232637421E+00  7.087966243312591E+03  1.010680861267227E+00  2.675240263948351E-02  9.251966719483230E-01
  9.386220805015074E-01  9.938179374048559E+00  6.994064010820171E+03  1.010704716282154E+00  2.673762250099339E-02  9.261937605967574E-01
  9.393795317521818E-01  9.938016078552316E+00  6.900157105221335E+03  1.010728626481053E+00  2.672276953342929E-02  9.271908555141497E-01
  9.401374719313107E-01  9.937852284506382E+00  6.806256021282009E+03  1.010752596551568E+00  2.670784601612801E-02  9.281878370786385E-01
  9.408957942562250E-01  9.937688041819138E+00  6.712348662311558E+03  1.010776624365292E+00  2.669285058378865E-02  9.291848393786447E-01
  9.416546076939689E-01  9.937523426842645E+00  6.618423702315006E+03  1.010800702320202E+00  2.667778196204087E-02  9.301819939138440E-01
  9.424137868497346E-01  9.937358325700618E+00  6.524510218673188E+03  1.010824839004515E+00  2.666264544503246E-02  9.311789741282555E-01
  9.431734298562795E-01  9.937192793702268E+00  6.430593065786290E+03  1.010849030545910E+00  2.664743916346426E-02  9.321759499703486E-01
  9.439335204833613E-01  9.937026865563155E+00  6.336663229596970E+03  1.010873275533765E+00  2.663216218696299E-02  9.331730197326550E-01
  9.446940683738200E-01  9.936860570363873E+00  6.242724599253012E+03  1.010897569386829E+00  2.661681571349733E-02  9.341701468635257E-01
  9.454550754650652E-01  9.936693692385550E+00  6.148794505087921E+03  1.010921929970239E+00  2.660140323128043E-02  9.351671221455768E-01
  9.462165321031311E-01  9.936526510862636E+00  6.054854018218947E+03  1.010946335430215E+00  2.658592210015840E-02  9.361641766835963E-01
  9.469783834753260E-01  9.936358846119843E+00  5.960908015084186E+03  1.010970801242676E+00  2.657037374151962E-02  9.371612395814356E-01
  9.477407662300491E-01  9.936190764090417E+00  5.866955904388480E+03  1.010995321182349E+00  2.655475859258561E-02  9.381583236241213E-01
  9.485035521820498E-01  9.936022161387925E+00  5.773008701542351E+03  1.011019904538035E+00  2.653907909886306E-02  9.391552995437424E-01
  9.492668290606664E-01  9.935853281879409E+00  5.679049253393492E+03  1.011044528312176E+00  2.652333286912401E-02  9.401523781443054E-01
  9.500305534404839E-01  9.935683918616608E+00  5.585079868752422E+03  1.011069213348526E+00  2.650752191397956E-02  9.411495111299523E-01
  9.507947034355565E-01  9.935514072926301E+00  5.491124274170056E+03  1.011093957064780E+00  2.649164416310800E-02  9.421464449540536E-01
  9.515593825290900E-01  9.935343718498016E+00  5.397153221904329E+03  1.011118764981392E+00  2.647568703228185E-02  9.431434966961522E-01
  9.523245355588564E-01  9.935172977006456E+00  5.303172781974636E+03  1.011143625086497E+00  2.645965214648657E-02  9.441406134681769E-01
  9.530900866911730E-01  9.935001769078248E+00  5.209191643085106E+03  1.011168544182169E+00  2.644354165226066E-02  9.451376920361312E-01
  9.538561837967704E-01  9.934829958157019E+00  5.115213006422694E+03  1.011193534602394E+00  2.642735680268054E-02  9.461346844225136E-01
  9.546227218212739E-01  9.934657721728353E+00  5.021228576467019E+03  1.011218580763926E+00  2.641109675769938E-02  9.471316982270783E-01
  9.553897072735599E-01  9.934485041985532E+00  4.927238487778700E+03  1.011243684268825E+00  2.639476217471428E-02  9.481287292987358E-01
  9.561572620454909E-01  9.934311904343371E+00  4.833229724183674E+03  1.011268847618291E+00  2.637835141611047E-02  9.491259174975725E-01
  9.569252587724985E-01  9.934138177944735E+00  4.739236545038566E+03  1.011294080107716E+00  2.636187114962580E-02  9.501228779627054E-01
  9.576937197236163E-01  9.933963989808976E+00  4.645235710213524E+03  1.011319372365191E+00  2.634531791208897E-02  9.511198754212042E-01
  9.584627217338990E-01  9.933789450178226E+00  4.551221952075175E+03  1.011344713582334E+00  2.632869135725852E-02  9.521169786716852E-01
  9.592322969248511E-01  9.933615135005915E+00  4.457205596224099E+03  1.011370044762573E+00  2.631199384657288E-02  9.531141448649946E-01
  9.600020530090589E-01  9.933439079319243E+00  4.363207383745896E+03  1.011395560839349E+00  2.629523009282408E-02  9.541109198494349E-01
  9.607728138342702E-01  9.933262992200840E+00  4.269151851067862E+03  1.011421103607180E+00  2.627838679949415E-02  9.551083086977824E-01
  9.615434566681008E-01  9.933085993761432E+00  4.175151997641200E+03  1.011446732072983E+00  2.626148523727016E-02  9.561050148423824E-01
  9.623151143186414E-01  9.932909175846278E+00  4.081096762650775E+03  1.011472369169617E+00  2.624450561195130E-02  9.571023353117634E-01
  9.630869164029563E-01  9.932731564980413E+00  3.987078564749748E+03  1.011498092165444E+00  2.622746554437706E-02  9.580991739671583E-01
  9.638595073998151E-01  9.932553634290851E+00  3.893032248468049E+03  1.011523863739110E+00  2.621035370155545E-02  9.590962835919201E-01
  9.646325322964439E-01  9.932375091829025E+00  3.798982913855586E+03  1.011549708631171E+00  2.619317533237928E-02  9.600933626353824E-01
  9.654060480841694E-01  9.932196207657986E+00  3.704930454842425E+03  1.011575601693565E+00  2.617593072418593E-02  9.610904398136442E-01
  9.661800217811705E-01  9.932016818605531E+00  3.610877355382001E+03  1.011601558354009E+00  2.615860809900375E-02  9.620874761295786E-01
  9.669545590987897E-01  9.931836769314170E+00  3.516824391809618E+03  1.011627593261863E+00  2.614120610352974E-02  9.630844488734217E-01
  9.677297374592861E-01  9.931656242558596E+00  3.422752814139693E+03  1.011653691039973E+00  2.612372190992440E-02  9.640815789235235E-01
  9.685052353998587E-01  9.931475123961599E+00  3.328695484303460E+03  1.011679859566781E+00  2.610616239231133E-02  9.650784992642752E-01
  9.692814116533833E-01  9.931293556755577E+00  3.234614741958282E+03  1.011706088799851E+00  2.608852117996098E-02  9.660756319193669E-01
  9.700580901760505E-01  9.931111499204322E+00  3.140531132110413E+03  1.011732380617010E+00  2.607080283696369E-02  9.670727507786624E-01
  9.708352954858145E-01  9.930928711560464E+00  3.046451976746757E+03  1.011758757588891E+00  2.605300950063100E-02  9.680697486520244E-01
  9.716130349341426E-01  9.930745501877633E+00  2.952369128039721E+03  1.011785190894771E+00  2.603514029130185E-02  9.690667485519638E-01
  9.723913280032357E-01  9.930561695481796E+00  2.858275367122295E+03  1.011811697829923E+00  2.601719456023710E-02  9.700638086111474E-01
  9.731701013137020E-01  9.930377427075744E+00  2.764182991436284E+03  1.011838264686137E+00  2.599917533271938E-02  9.710608106390515E-01
  9.739495074815341E-01  9.930192630629236E+00  2.670073622964418E+03  1.011864900002358E+00  2.598107977627206E-02  9.720579447110974E-01
  9.747294384905574E-01  9.930007266197311E+00  2.575968063853596E+03  1.011891604094756E+00  2.596291261310086E-02  9.730549837728201E-01
  9.755099411170043E-01  9.929821341528070E+00  2.481859178615994E+03  1.011918378330373E+00  2.594467314927731E-02  9.740520034114785E-01
  9.762910021228405E-01  9.929634882955252E+00  2.387742283281963E+03  1.011945220619055E+00  2.592636116597093E-02  9.750490577763973E-01
  9.770725860613082E-01  9.929447869539446E+00  2.293621725845207E+03  1.011972131911549E+00  2.590797819909258E-02  9.760460975780310E-01
  9.778547347668697E-01  9.929260446081090E+00  2.199496413685028E+03  1.011999099065171E+00  2.588952468901290E-02  9.770431496875051E-01
  9.786375013452524E-01  9.929072398660784E+00  2.105356371440148E+03  1.012026143591046E+00  2.587099938273375E-02  9.780402975762500E-01
  9.794207999355369E-01  9.928883855286172E+00  2.011223503936492E+03  1.012053250781915E+00  2.585240726899775E-02  9.790373197211252E-01
  9.802046250047419E-01  9.928694690803157E+00  1.917091554453306E+03  1.012080433509561E+00  2.583374782372985E-02  9.800342691392151E-01
  9.809891464992611E-01  9.928505011572243E+00  1.822939364171855E+03  1.012107683994959E+00  2.581500589429723E-02  9.810313900749246E-01
  9.817741234958529E-01  9.928314645161498E+00  1.728792477619447E+03  1.012135016103081E+00  2.579618222754568E-02  9.820283920858397E-01
  9.825597493738544E-01  9.928123850851165E+00  1.634634530821738E+03  1.012162408163839E+00  2.577727456294091E-02  9.830254779638304E-01
  9.833458892303503E-01  9.927932441757982E+00  1.540478311260575E+03  1.012189873360048E+00  2.575828632887060E-02  9.840224932511762E-01
  9.841327213897251E-01  9.927740379843529E+00  1.446301842527118E+03  1.012217424466688E+00  2.573921379370594E-02  9.850196604466487E-01
  9.849200751071316E-01  9.927547513864999E+00  1.352134860330762E+03  1.012245062120498E+00  2.572006391168722E-02  9.860166560866113E-01
  9.857081046244728E-01  9.927354239209921E+00  1.257955708873861E+03  1.012272760141932E+00  2.570083292796415E-02  9.870137469255899E-01
  9.864966082664470E-01  9.927160277216741E+00  1.163782043642734E+03  1.012300540103164E+00  2.568152530567451E-02  9.880107143013400E-01
  9.872857438721574E-01  9.926965784560929E+00  1.069599699616952E+03  1.012328388907641E+00  2.566213889954701E-02  9.890077280039744E-01
  9.880754780895317E-01  9.926770681044392E+00  9.754113037402548E+02  1.012356313691952E+00  2.564267503384505E-02  9.900047505742076E-01
  9.888658748129053E-01  9.926574965621816E+00  8.812103204648206E+02  1.012384315572322E+00  2.562313312869031E-02  9.910018531547878E-01
  9.896568899444951E-01  9.926378701351277E+00  7.870034859523890E+02  1.012412388223274E+00  2.560351532889887E-02  9.919989684429118E-01
  9.904485062607989E-01  9.926181811239040E+00  6.927915311298235E+02  1.012440537770264E+00  2.558382256313479E-02  9.929960796374566E-01
  9.912407276657635E-01  9.925984302765801E+00  5.985834857668077E+02  1.012468763628554E+00  2.556405750648166E-02  9.939930904599606E-01
  9.920335561659482E-01  9.925786188585857E+00  5.043706230335896E+02  1.012497065305313E+00  2.554421909373612E-02  9.949900960545670E-01
  9.928270529144586E-01  9.925587482229519E+00  4.101465926915959E+02  1.012525442316645E+00  2.552430674543568E-02  9.959871668591673E-01
  9.936211093417453E-01  9.925388136388849E+00  3.159230034640184E+02  1.012553897586500E+00  2.550432367381012E-02  9.969841711340697E-01
  9.944159292228316E-01  9.925188472898551E+00  2.216842692306214E+02  1.012582401392641E+00  2.548426728677712E-02  9.979813141088232E-01
  1.0                    9.87413213737E+00      3.11105552808E+01      1.0127472329594052     2.533377458707151E-02  1.0
