# r_minor                R                      currdens               B_tor                  B_theta                Psi_N                  
# time step #000000
  5.563060007472982E-01  9.992946947378053E+00  5.590598421292623E+04  1.002263331429708E+00  2.592699051188637E-02  4.027628274126129E-01
  5.570832366649399E-01  9.992875379347067E+00  5.581333946308074E+04  1.002274879295478E+00  2.594563453583773E-02  4.037599705677210E-01
  5.578593734204211E-01  9.992803194039897E+00  5.572074951001466E+04  1.002286486244040E+00  2.596418932576124E-02  4.047565012374793E-01
  5.586348840587860E-01  9.992730935222832E+00  5.562816198248211E+04  1.002298103797080E+00  2.598266449679900E-02  4.057529887242817E-01
  5.594102974619901E-01  9.992659060034015E+00  5.553551708426227E+04  1.002309691636650E+00  2.600107113272572E-02  4.067500818290248E-01
  5.601856630716350E-01  9.992587624628147E+00  5.544282178156154E+04  1.002321243561880E+00  2.601940790423788E-02  4.077477064341096E-01
  5.609600116045121E-01  9.992515487899391E+00  5.535018601282949E+04  1.002332862680226E+00  2.603765601514557E-02  4.087446660729749E-01
  5.617334224203367E-01  9.992442973790267E+00  5.525758935358815E+04  1.002344519136901E+00  2.605581919063072E-02  4.097411838679615E-01
  5.625063765788256E-01  9.992370483610905E+00  5.516497720793856E+04  1.002356177842604E+00  2.607390664453913E-02  4.107378523959254E-01
  5.632792317655519E-01  9.992298417524806E+00  5.507230956047129E+04  1.002367802682287E+00  2.609192466580741E-02  4.117351074928550E-01
  5.640518459809504E-01  9.992226417503407E+00  5.497962149348125E+04  1.002379425760972E+00  2.610986746094797E-02  4.127325674190329E-01
  5.648233777197641E-01  9.992153785830107E+00  5.488699589360292E+04  1.002391109345129E+00  2.612772095390855E-02  4.137293309000492E-01
  5.655941906523505E-01  9.992080923189942E+00  5.479438602614373E+04  1.002402817695698E+00  2.614549361785507E-02  4.147259057264258E-01
  5.663646153708428E-01  9.992008224150743E+00  5.470175497595587E+04  1.002414515122004E+00  2.616319193456031E-02  4.157226943392184E-01
  5.671350880464961E-01  9.991935930934781E+00  5.460905453521074E+04  1.002426181123167E+00  2.618082471674558E-02  4.167202193689241E-01
  5.679049186217531E-01  9.991863311914994E+00  5.451638487560786E+04  1.002437880146168E+00  2.619837486064672E-02  4.177173927806226E-01
  5.686737622949770E-01  9.991790235688537E+00  5.442376323911892E+04  1.002449623921628E+00  2.621583979183316E-02  4.187140267745088E-01
  5.694420740354995E-01  9.991717059124376E+00  5.433113741306519E+04  1.002461381098105E+00  2.623322886620059E-02  4.197106881753170E-01
  5.702101526048293E-01  9.991644132703472E+00  5.423847376721379E+04  1.002473119975162E+00  2.625054785151363E-02  4.207077438375479E-01
  5.709781289623875E-01  9.991571467696513E+00  5.414576891797074E+04  1.002484839538967E+00  2.626779754865680E-02  4.217052307476490E-01
  5.717452755562482E-01  9.991498288709259E+00  5.405310881833556E+04  1.002496609489598E+00  2.628496402422636E-02  4.227022123884300E-01
  5.725115762287568E-01  9.991424821371396E+00  5.396048253336309E+04  1.002508408851502E+00  2.630204818867005E-02  4.236988096564383E-01
  5.732774808203724E-01  9.991351374881178E+00  5.386783805285250E+04  1.002520210843265E+00  2.631905846387386E-02  4.246955868942361E-01
  5.740432321069169E-01  9.991278261625371E+00  5.377514798391133E+04  1.002531987033446E+00  2.633599940591964E-02  4.256928437674832E-01
  5.748086550744701E-01  9.991205033385214E+00  5.368245408419897E+04  1.002543778033379E+00  2.635286460292383E-02  4.266901240211424E-01
  5.755731696317180E-01  9.991131371067297E+00  5.358980624257078E+04  1.002555611709468E+00  2.636964605113412E-02  4.276868855616671E-01
  5.763371378956543E-01  9.991057552479999E+00  5.349715865450154E+04  1.002567463887870E+00  2.638635174491676E-02  4.286836257896914E-01
  5.771006832907365E-01  9.990983863994428E+00  5.340449802477560E+04  1.002579308131450E+00  2.640298375207589E-02  4.296804923196185E-01
  5.778641905639694E-01  9.990910455455927E+00  5.331178673326246E+04  1.002591131914098E+00  2.641954866646115E-02  4.306778927399629E-01
  5.786270337202315E-01  9.990836644392724E+00  5.321910877862266E+04  1.002602996086865E+00  2.643603326183458E-02  4.316749113727428E-01
  5.793890855541629E-01  9.990762555223831E+00  5.312646139605161E+04  1.002614888686875E+00  2.645243812652636E-02  4.326715799783651E-01
  5.801507080184309E-01  9.990688429499533E+00  5.303380222118706E+04  1.002626789269312E+00  2.646877051682531E-02  4.336683587110942E-01
  5.809121311698651E-01  9.990614540974882E+00  5.294110496854139E+04  1.002638672876016E+00  2.648503469273067E-02  4.346655353492167E-01
  5.816732868296477E-01  9.990540620223028E+00  5.284839734447892E+04  1.002650563871791E+00  2.650122661555013E-02  4.356628070236246E-01
  5.824336763135082E-01  9.990466294102934E+00  5.275572468777590E+04  1.002662495256289E+00  2.651733869857424E-02  4.366596788236062E-01
  5.831933836232717E-01  9.990391833721462E+00  5.266307168805645E+04  1.002674442267197E+00  2.653337234007314E-02  4.376563202807885E-01
  5.839528394754294E-01  9.990317441832440E+00  5.257038722871017E+04  1.002686388071901E+00  2.654933616679308E-02  4.386532856270534E-01
  5.847121091626094E-01  9.990243286842036E+00  5.247767145698481E+04  1.002698316712774E+00  2.656523003035386E-02  4.396505764802320E-01
  5.854708138057284E-01  9.990168760285165E+00  5.238498137622506E+04  1.002710283195180E+00  2.658104572417075E-02  4.406475679247258E-01
  5.862288519607334E-01  9.990093994378499E+00  5.229230998382610E+04  1.002722275157232E+00  2.659678449471789E-02  4.416443374406855E-01
  5.869864253830459E-01  9.990019198703589E+00  5.219963372375785E+04  1.002734274323498E+00  2.661245019260336E-02  4.426411423103038E-01
  5.877438000633295E-01  9.989944606304492E+00  5.210692158614936E+04  1.002746259249663E+00  2.662804777099568E-02  4.436383213317687E-01
  5.885009178391617E-01  9.989869923925495E+00  5.201420147009389E+04  1.002758257203210E+00  2.664357339295386E-02  4.446355686132840E-01
  5.892572567540320E-01  9.989794880043839E+00  5.192152016378375E+04  1.002770291366619E+00  2.665902012996067E-02  4.456323748625121E-01
  5.900130634258102E-01  9.989719714061527E+00  5.182884313976048E+04  1.002782340714039E+00  2.667439353471224E-02  4.466291162402246E-01
  5.907685876106374E-01  9.989644685350562E+00  5.173614139381493E+04  1.002794382016915E+00  2.668969811625022E-02  4.476261100635234E-01
  5.915239286377749E-01  9.989569758739547E+00  5.164341235359129E+04  1.002806419247251E+00  2.670493458625633E-02  4.486233836642278E-01
  5.922787343350672E-01  9.989494504229366E+00  5.155070616639755E+04  1.002818489657170E+00  2.672009556967467E-02  4.496203887070944E-01
  5.930328741083353E-01  9.989419013835089E+00  5.145802118939810E+04  1.002830585571908E+00  2.673518003699698E-02  4.506171443378916E-01
  5.937866065544237E-01  9.989343540897650E+00  5.136532727652727E+04  1.002842684135896E+00  2.675019249042181E-02  4.516139802970584E-01
  5.945401909557636E-01  9.989268283714251E+00  5.127259354189959E+04  1.002854768021401E+00  2.676513771961936E-02  4.526112333071648E-01
  5.952934114048598E-01  9.989192796172357E+00  5.117987216561849E+04  1.002866877147906E+00  2.678000849324959E-02  4.536083323744534E-01
  5.960459228528838E-01  9.989117086242691E+00  5.108718013557485E+04  1.002879009357451E+00  2.679480240771166E-02  4.546050948196855E-01
  5.967980802296758E-01  9.989041237706367E+00  5.099447283260434E+04  1.002891159686708E+00  2.680952664796672E-02  4.556020024857020E-01
  5.975498945064867E-01  9.988965456975059E+00  5.090174971817905E+04  1.002903308806871E+00  2.682418114436819E-02  4.565990654155631E-01
  5.983014620355980E-01  9.988889754389515E+00  5.080901684524407E+04  1.002915454335076E+00  2.683876515326052E-02  4.575962190541058E-01
  5.990524696441695E-01  9.988813704778517E+00  5.071630587427378E+04  1.002927635728586E+00  2.685327483526853E-02  4.585931129995496E-01
  5.998029274487664E-01  9.988737539812913E+00  5.062360537204619E+04  1.002939831301847E+00  2.686771182385342E-02  4.595898755251062E-01
  6.005531155232857E-01  9.988661391043392E+00  5.053088116174044E+04  1.002952030692124E+00  2.688208139621767E-02  4.605868774617953E-01
  6.013030833067684E-01  9.988585375949903E+00  5.043813535678141E+04  1.002964222351796E+00  2.689638321725170E-02  4.615840987628763E-01
  6.020525859755653E-01  9.988509057779680E+00  5.034541069169356E+04  1.002976445603070E+00  2.691061185972271E-02  4.625810691353056E-01
  6.028014701898944E-01  9.988432627890695E+00  5.025270646459195E+04  1.002988682101026E+00  2.692476629373070E-02  4.635778007644787E-01
  6.035501129591335E-01  9.988356139268690E+00  5.015997590531514E+04  1.003000929525445E+00  2.693885284191793E-02  4.645747984934852E-01
  6.042984014843340E-01  9.988279688784234E+00  5.006723246962830E+04  1.003013178723244E+00  2.695286953494843E-02  4.655719194720467E-01
  6.050464320508705E-01  9.988203093272459E+00  4.997449358653018E+04  1.003025444803052E+00  2.696681433785853E-02  4.665689721166105E-01
  6.057938391565243E-01  9.988126279159355E+00  4.988177716149626E+04  1.003037734517626E+00  2.698068502263992E-02  4.675657613240615E-01
  6.065409038803752E-01  9.988049390367573E+00  4.978904801259831E+04  1.003050035999079E+00  2.699448680824878E-02  4.685626695701420E-01
  6.072876646356247E-01  9.987972650051825E+00  4.969630244417847E+04  1.003062328091386E+00  2.700822006052186E-02  4.695597422694446E-01
  6.080342023857830E-01  9.987895781652089E+00  4.960354929763828E+04  1.003074636933921E+00  2.702188422687722E-02  4.705568773929028E-01
  6.087802189556986E-01  9.987818641591538E+00  4.951081495483449E+04  1.003086974612111E+00  2.703547598823514E-02  4.715537869825544E-01
  6.095257026313115E-01  9.987741400006243E+00  4.941809242287204E+04  1.003099325151188E+00  2.704899633842370E-02  4.725505503884641E-01
  6.102710016704507E-01  9.987664211607056E+00  4.932533915425219E+04  1.003111676394577E+00  2.706245138127177E-02  4.735476299798508E-01
  6.110161044905091E-01  9.987587175342425E+00  4.923257124156354E+04  1.003124017175908E+00  2.707583882543320E-02  4.745448555443837E-01
  6.117606374778675E-01  9.987509666931190E+00  4.913983422908479E+04  1.003136406481955E+00  2.708915358912452E-02  4.755417195089923E-01
  6.125047229161746E-01  9.987432091922964E+00  4.904710017276560E+04  1.003148806072792E+00  2.710239913071886E-02  4.765385334866490E-01
  6.132485261410971E-01  9.987354490539056E+00  4.895434797148450E+04  1.003161212007262E+00  2.711557708381626E-02  4.775355261285493E-01
  6.139921658833278E-01  9.987277036600961E+00  4.886157149625807E+04  1.003173609818139E+00  2.712868773642223E-02  4.785327681410802E-01
  6.147353203409505E-01  9.987199305670730E+00  4.876882467016041E+04  1.003186036380757E+00  2.714172456161846E-02  4.795296676506332E-01
  6.154780229894464E-01  9.987121333972558E+00  4.867608093898606E+04  1.003198489823654E+00  2.715469147941819E-02  4.805265110996414E-01
  6.162203953233167E-01  9.987043413945615E+00  4.858332697427161E+04  1.003210943143968E+00  2.716759006467993E-02  4.815234496828582E-01
  6.169626099104958E-01  9.986965619700408E+00  4.849054343955266E+04  1.003223389567611E+00  2.718042305289162E-02  4.825206943184124E-01
  6.177044438164818E-01  9.986887515208625E+00  4.839778225903420E+04  1.003235868932681E+00  2.719318437248678E-02  4.835176736474279E-01
  6.184457394649513E-01  9.986809239427268E+00  4.830503691918706E+04  1.003248367647090E+00  2.720587494872670E-02  4.845144615670846E-01
  6.191867596629905E-01  9.986730931366841E+00  4.821227490201954E+04  1.003260874452673E+00  2.721849919219560E-02  4.855114117796293E-01
  6.199275497888678E-01  9.986652766120203E+00  4.811949100003974E+04  1.003273372909408E+00  2.723105770921035E-02  4.865085853869058E-01
  6.206680683885973E-01  9.986574338586919E+00  4.802671746269790E+04  1.003285899808755E+00  2.724354713157883E-02  4.875056240456263E-01
  6.214080928393898E-01  9.986495782550667E+00  4.793395796051871E+04  1.003298442927002E+00  2.725596702300817E-02  4.885024916832085E-01
  6.221476388523676E-01  9.986417159957416E+00  4.784120783644270E+04  1.003310994566613E+00  2.726831813912309E-02  4.894992405963263E-01
  6.228871276087538E-01  9.986338609896460E+00  4.774841472566748E+04  1.003323546583031E+00  2.728060728163072E-02  4.904964376923841E-01
  6.236264204162804E-01  9.986259841387547E+00  4.765562000863389E+04  1.003336124433241E+00  2.729282812826664E-02  4.914936293963393E-01
  6.243650936099753E-01  9.986180807754828E+00  4.756285833401034E+04  1.003348728585223E+00  2.730497606279420E-02  4.924904420429058E-01
  6.251034882244184E-01  9.986101803988907E+00  4.747008335957481E+04  1.003361335312535E+00  2.731705687680901E-02  4.934873826044076E-01
  6.258415869842227E-01  9.986022859058558E+00  4.737729600751169E+04  1.003373941212294E+00  2.732907061848681E-02  4.944844419665715E-01
  6.265794849717319E-01  9.985943813693899E+00  4.728450695503471E+04  1.003386561073027E+00  2.734101643448507E-02  4.954815005086206E-01
  6.273169317592431E-01  9.985864487434347E+00  4.719173358519097E+04  1.003399210779756E+00  2.735289268209279E-02  4.964783657986437E-01
  6.280540027210701E-01  9.985785088500750E+00  4.709895899259717E+04  1.003411871738533E+00  2.736470141520622E-02  4.974752259438892E-01
  6.287909153324959E-01  9.985705776318930E+00  4.700615624121998E+04  1.003424530429398E+00  2.737644597222845E-02  4.984723756704968E-01
  6.295275910899981E-01  9.985626407231603E+00  4.691335587795072E+04  1.003437197919670E+00  2.738812298568388E-02  4.994694820548319E-01
  6.302637797455082E-01  9.985546694685645E+00  4.682057772596843E+04  1.003449901616489E+00  2.739973076091970E-02  5.004663221658455E-01
  6.309996459229917E-01  9.985466940310603E+00  4.672779301753775E+04  1.003462613852605E+00  2.741127260595073E-02  5.014632155483573E-01
  6.317353025782957E-01  9.985387270408053E+00  4.663498750352678E+04  1.003475323265206E+00  2.742275027525353E-02  5.024603194505861E-01
  6.324707433834333E-01  9.985307495827326E+00  4.654218130035720E+04  1.003488046981209E+00  2.743416185355263E-02  5.034574113067779E-01
  6.332057127472719E-01  9.985227464325483E+00  4.644939812508249E+04  1.003500798078286E+00  2.744550496826404E-02  5.044542306799166E-01
  6.339403774644820E-01  9.985147338973153E+00  4.635660655366212E+04  1.003513562835151E+00  2.745678187673961E-02  5.054511213867947E-01
  6.346748719208507E-01  9.985067313102942E+00  4.626379032932616E+04  1.003526323825239E+00  2.746799371795911E-02  5.064482648592566E-01
  6.354091217032983E-01  9.984987186537497E+00  4.617097828248826E+04  1.003539098557343E+00  2.747913761141293E-02  5.074453441180728E-01
  6.361429021542410E-01  9.984906761115147E+00  4.607818935583230E+04  1.003551905680641E+00  2.749021192158800E-02  5.084421480117908E-01
  6.368763873052175E-01  9.984826383565741E+00  4.598539352315772E+04  1.003564710023700E+00  2.750121984172510E-02  5.094390131724819E-01
  6.376096710146086E-01  9.984745961138096E+00  4.589257606181649E+04  1.003577525941718E+00  2.751216351937590E-02  5.104360928306814E-01
  6.383428087884824E-01  9.984665314011815E+00  4.579975111485001E+04  1.003590369637768E+00  2.752304181605809E-02  5.114332288498328E-01
  6.390755599609890E-01  9.984584592344953E+00  4.570694170122815E+04  1.003603220973675E+00  2.753385202230947E-02  5.124301801498958E-01
  6.398079107231349E-01  9.984503718175995E+00  4.561413677243952E+04  1.003616091838780E+00  2.754459584701042E-02  5.134270614687286E-01
  6.405400701446953E-01  9.984422921519462E+00  4.552131109793161E+04  1.003628961013174E+00  2.755527602157590E-02  5.144241527292436E-01
  6.412720613897751E-01  9.984342001703009E+00  4.542848529649288E+04  1.003641846275084E+00  2.756589074824418E-02  5.154212251632502E-01
  6.420035875672322E-01  9.984260869332267E+00  4.533568199589397E+04  1.003654754826599E+00  2.757643787821700E-02  5.164180316430652E-01
  6.427348670599310E-01  9.984179653443489E+00  4.524286549057025E+04  1.003667676421766E+00  2.758692146326788E-02  5.174149612263567E-01
  6.434659680527853E-01  9.984098516241669E+00  4.515002730783990E+04  1.003680596033392E+00  2.759734239799483E-02  5.184121110004137E-01
  6.441968643149844E-01  9.984017193011322E+00  4.505719728235780E+04  1.003693537350698E+00  2.760769721894529E-02  5.194091503960636E-01
  6.449273185862630E-01  9.983935651263609E+00  4.496438467017291E+04  1.003706502883785E+00  2.761798367923596E-02  5.204059783587961E-01
  6.456575112084966E-01  9.983854081280985E+00  4.487156208600455E+04  1.003719475907527E+00  2.762820472617246E-02  5.214028967584535E-01
  6.463876267818290E-01  9.983772647119732E+00  4.477870635159119E+04  1.003732441984506E+00  2.763836282156819E-02  5.224001614990853E-01
  6.471174044223101E-01  9.983690879685959E+00  4.468587948403307E+04  1.003745442926274E+00  2.764845225676725E-02  5.233970871500997E-01
  6.478468025012744E-01  9.983608902249397E+00  4.459305900895399E+04  1.003758468293220E+00  2.765847552796986E-02  5.243939200504877E-01
  6.485759644892648E-01  9.983526948349946E+00  4.450022653416602E+04  1.003771496202600E+00  2.766843445790668E-02  5.253908670911668E-01
  6.493049808029667E-01  9.983445073145946E+00  4.440737289604078E+04  1.003784522117909E+00  2.767833014387676E-02  5.263880291734513E-01
  6.500337702454571E-01  9.983362921931684E+00  4.431453467069278E+04  1.003797577797034E+00  2.768815953151557E-02  5.273849992099204E-01
  6.507621619820423E-01  9.983280606047375E+00  4.422170473726532E+04  1.003810653561903E+00  2.769792345855501E-02  5.283818573875518E-01
  6.514903764023530E-01  9.983198294641985E+00  4.412885566241214E+04  1.003823733961508E+00  2.770762472891376E-02  5.293789058967221E-01
  6.522183779362687E-01  9.983115990482332E+00  4.403599972559067E+04  1.003836818714192E+00  2.771726229666222E-02  5.303760127032431E-01
  6.529461384792378E-01  9.983033423157865E+00  4.394315686555409E+04  1.003849932260994E+00  2.772683478166802E-02  5.313729527305847E-01
  6.536735151869526E-01  9.982950755357615E+00  4.385032185586810E+04  1.003863059323442E+00  2.773634271916819E-02  5.323697880956986E-01
  6.544007861884231E-01  9.982868099052263E+00  4.375745907782514E+04  1.003876191400107E+00  2.774578968897792E-02  5.333669067486818E-01
  6.551278680333186E-01  9.982785371227543E+00  4.366459350639256E+04  1.003889334925883E+00  2.775517170499357E-02  5.343640370644512E-01
  6.558546029538761E-01  9.982702421341498E+00  4.357174954631428E+04  1.003902502948966E+00  2.776448624920600E-02  5.353609102249052E-01
  6.565810908021638E-01  9.982619397831300E+00  4.347889690597961E+04  1.003915683105571E+00  2.777373634726750E-02  5.363578579090813E-01
  6.573074869725457E-01  9.982536483865628E+00  4.338601638607951E+04  1.003928857116459E+00  2.778292379420516E-02  5.373550951249174E-01
  6.580339008225878E-01  9.982453180611834E+00  4.329311255596609E+04  1.003942076779903E+00  2.779204913562782E-02  5.383525505752761E-01
  6.587591801289924E-01  9.982370021505657E+00  4.320032716991757E+04  1.003955278876234E+00  2.780109814612363E-02  5.393487223233163E-01
  6.594847462305906E-01  9.982286314254507E+00  4.310746024003263E+04  1.003968546059333E+00  2.781009141017315E-02  5.403457313697441E-01
  6.602101609945019E-01  9.982202941998002E+00  4.301457606723629E+04  1.003981781948909E+00  2.781902152357099E-02  5.413429262805221E-01
  6.609353722638353E-01  9.982119338421194E+00  4.292170953790538E+04  1.003995045013173E+00  2.782788633748592E-02  5.423399053546044E-01
  6.616602402774932E-01  9.982035557375269E+00  4.282884951609499E+04  1.004008329346674E+00  2.783668706695231E-02  5.433367910940564E-01
  6.623848961747031E-01  9.981951748062231E+00  4.273597744419275E+04  1.004021621741909E+00  2.784542545209825E-02  5.443337892025405E-01
  6.631094221800150E-01  9.981867938171520E+00  4.264308937161486E+04  1.004034919638375E+00  2.785410202954775E-02  5.453309438577508E-01
  6.638337185147317E-01  9.981783874041479E+00  4.255021834116347E+04  1.004048245405410E+00  2.786271437394715E-02  5.463278886551766E-01
  6.645576556752374E-01  9.981699696852704E+00  4.245735493885185E+04  1.004061586204635E+00  2.787126339374268E-02  5.473247303330301E-01
  6.652814959850730E-01  9.981615538119577E+00  4.236446553147721E+04  1.004074931255456E+00  2.787975182366964E-02  5.483218367500927E-01
  6.660051551496978E-01  9.981531255251772E+00  4.227157724262343E+04  1.004088292575466E+00  2.788817563005450E-02  5.493189105521501E-01
  6.667285084494020E-01  9.981446765488638E+00  4.217870709189514E+04  1.004101677358271E+00  2.789653344755013E-02  5.503157644280258E-01
  6.674516524375202E-01  9.981362209356057E+00  4.208582630365282E+04  1.004115073617768E+00  2.790482786770076E-02  5.513127142039420E-01
  6.681746810074921E-01  9.981277681283849E+00  4.199292190929615E+04  1.004128473415803E+00  2.791306010396095E-02  5.523099035085723E-01
  6.688975111587557E-01  9.981192932088685E+00  4.190003384348747E+04  1.004141897921443E+00  2.792122726931948E-02  5.533068920093475E-01
  6.696200454060257E-01  9.981108025141708E+00  4.180715213731530E+04  1.004155341813779E+00  2.792933039663807E-02  5.543037893829377E-01
  6.703423558785695E-01  9.981023073759207E+00  4.171426187336330E+04  1.004168795038418E+00  2.793737083714270E-02  5.553007609075425E-01
  6.710645299793901E-01  9.980938122034019E+00  4.162135822696059E+04  1.004182253788139E+00  2.794534916148456E-02  5.562978610032263E-01
  6.717865321197574E-01  9.980852901757221E+00  4.152846711921369E+04  1.004195742620114E+00  2.795326380647770E-02  5.572947983542513E-01
  6.725084081702023E-01  9.980767610392425E+00  4.143555688196585E+04  1.004209242939174E+00  2.796111735506367E-02  5.582919229869460E-01
  6.732298672668851E-01  9.980682340114166E+00  4.134266303516085E+04  1.004222746119658E+00  2.796890698023819E-02  5.592888557586484E-01
  6.739512325091075E-01  9.980596872452075E+00  4.124976335803662E+04  1.004236272377783E+00  2.797663505704234E-02  5.602858271711270E-01
  6.746724062785797E-01  9.980511214437257E+00  4.115686755385015E+04  1.004249821551165E+00  2.798430102365466E-02  5.612827324257108E-01
  6.753933278019005E-01  9.980425501079626E+00  4.106396848775040E+04  1.004263381073441E+00  2.799190549877699E-02  5.622796540641684E-01
  6.761142067276408E-01  9.980339863062143E+00  4.097103873380797E+04  1.004276939842468E+00  2.799945027967088E-02  5.632768939238499E-01
  6.768348792825000E-01  9.980253929499767E+00  4.087813414042311E+04  1.004290530098626E+00  2.800692955601385E-02  5.642738339930063E-01
  6.775552462835842E-01  9.980167865387035E+00  4.078523412003458E+04  1.004304137179781E+00  2.801434481333136E-02  5.652707031523664E-01
  6.782754749207225E-01  9.980081787609993E+00  4.069231660713287E+04  1.004317751551394E+00  2.802169785135637E-02  5.662677441851580E-01
  6.789955879415553E-01  9.979995605321861E+00  4.059939201693713E+04  1.004331381226975E+00  2.802898820746972E-02  5.672648412166607E-01
  6.797154665673931E-01  9.979909200630068E+00  4.050648384654852E+04  1.004345035753633E+00  2.803621447983645E-02  5.682617356609527E-01
  6.804350989872472E-01  9.979822735973439E+00  4.041357326315003E+04  1.004358701228127E+00  2.804337813739306E-02  5.692586372540992E-01
  6.811547214716583E-01  9.979736307346823E+00  4.032062889283885E+04  1.004372369887524E+00  2.805048162639650E-02  5.702558888802515E-01
  6.818740871259295E-01  9.979649637018433E+00  4.022771348224049E+04  1.004386064640537E+00  2.805752085607385E-02  5.712528018929177E-01
  6.825932582744705E-01  9.979562796710660E+00  4.013479378669122E+04  1.004399780730158E+00  2.806449846230873E-02  5.722497372132310E-01
  6.833122243218757E-01  9.979475933657975E+00  4.004186644136265E+04  1.004413504378517E+00  2.807141471515223E-02  5.732467378214754E-01
  6.840310727159424E-01  9.979389001652544E+00  3.994893153045366E+04  1.004427239832253E+00  2.807826989705678E-02  5.742438012195170E-01
  6.847497191273140E-01  9.979301835575260E+00  3.985601258835248E+04  1.004441001624572E+00  2.808506277348201E-02  5.752406657348118E-01
  6.854682515438417E-01  9.979214600510632E+00  3.976307560781439E+04  1.004454775913517E+00  2.809179578955832E-02  5.762377052157894E-01
  6.861866409449988E-01  9.979127456643839E+00  3.967012374196484E+04  1.004468547465874E+00  2.809846870995417E-02  5.772348936081965E-01
  6.869048687286413E-01  9.979040014559564E+00  3.957718872003006E+04  1.004482351211572E+00  2.810507983892207E-02  5.782318707225131E-01
  6.876228528434457E-01  9.978952406419335E+00  3.948425778086594E+04  1.004496175413873E+00  2.811162790177594E-02  5.792287801416378E-01
  6.883405950774439E-01  9.978864732964396E+00  3.939132455245945E+04  1.004510010696277E+00  2.811811305111304E-02  5.802256953979413E-01
  6.890582268931896E-01  9.978776943528667E+00  3.929838444487182E+04  1.004523865356968E+00  2.812453593472953E-02  5.812226623604548E-01
  6.897757311946748E-01  9.978689523012925E+00  3.920546003054431E+04  1.004537682028310E+00  2.813089454510471E-02  5.822194675103433E-01
  6.904948564723763E-01  9.978601073967384E+00  3.911228463995265E+04  1.004551621047854E+00  2.813720872015259E-02  5.832189032277570E-01
  6.912105388844028E-01  9.978513689641543E+00  3.901952856972023E+04  1.004565437209152E+00  2.814343154579056E-02  5.842138662973340E-01
  6.919274732406286E-01  9.978424766498007E+00  3.892659728794911E+04  1.004579422819751E+00  2.814960610318554E-02  5.852106175132742E-01
  6.926443839592747E-01  9.978336339154996E+00  3.883364998465855E+04  1.004593357042870E+00  2.815571924250881E-02  5.862075560325993E-01
  6.933612499016081E-01  9.978248013496646E+00  3.874067787864695E+04  1.004607291788574E+00  2.816177236279206E-02  5.872047490030921E-01
  6.940779646602770E-01  9.978159518813587E+00  3.864771009508954E+04  1.004621247742389E+00  2.816776416212839E-02  5.882018715339342E-01
  6.947944316722094E-01  9.978070816751575E+00  3.855476190908066E+04  1.004635227149834E+00  2.817369397885791E-02  5.891987570062142E-01
  6.955107599199806E-01  9.977982028889846E+00  3.846180048093757E+04  1.004649220546675E+00  2.817956394708781E-02  5.901957647720200E-01
  6.962269526288221E-01  9.977893206489624E+00  3.836882774974986E+04  1.004663222927985E+00  2.818537409704918E-02  5.911928771749725E-01
  6.969430587895903E-01  9.977804103579775E+00  3.827586796524094E+04  1.004677256253911E+00  2.819112350164361E-02  5.921898202525487E-01
  6.976588769948788E-01  9.977714903654562E+00  3.818291549643550E+04  1.004691303480147E+00  2.819681256187182E-02  5.931866635978627E-01
  6.983746963586903E-01  9.977625741637945E+00  3.808993232936769E+04  1.004705354164783E+00  2.820244172726308E-02  5.941838238681370E-01
  6.990904430109931E-01  9.977536357555788E+00  3.799695359872232E+04  1.004719430698343E+00  2.820800827684127E-02  5.951809098548057E-01
  6.998058669496994E-01  9.977446844024529E+00  3.790399801384510E+04  1.004733523420722E+00  2.821351126745612E-02  5.961777244908577E-01
  7.005212732840997E-01  9.977357279692534E+00  3.781101466889099E+04  1.004747627763351E+00  2.821895378175155E-02  5.971748198216430E-01
  7.012365204021109E-01  9.977267632503654E+00  3.771803397733127E+04  1.004761744877931E+00  2.822433434303585E-02  5.981718673253692E-01
  7.019516497114378E-01  9.977177714038339E+00  3.762506270644088E+04  1.004775892581518E+00  2.822965306266582E-02  5.991687835486399E-01
  7.026666245795944E-01  9.977087735599573E+00  3.753208257022586E+04  1.004790051598043E+00  2.823491093166552E-02  6.001657764556315E-01
  7.033814790891468E-01  9.976997756282412E+00  3.743908858413836E+04  1.004804216833097E+00  2.824010837527680E-02  6.011629032162377E-01
  7.040962613763583E-01  9.976907485749575E+00  3.734611036066105E+04  1.004818413840251E+00  2.824524438545403E-02  6.021598295957559E-01
  7.048108270800426E-01  9.976817125666697E+00  3.725313222458708E+04  1.004832625086795E+00  2.825031980801770E-02  6.031567341761128E-01
  7.055254202484382E-01  9.976726775900623E+00  3.716012140766355E+04  1.004846841624158E+00  2.825533646410545E-02  6.041539762909940E-01
  7.062397182286688E-01  9.976636165076350E+00  3.706714467470811E+04  1.004861086767266E+00  2.826029143389985E-02  6.051508218475382E-01
  7.069540201747930E-01  9.976545465496539E+00  3.697415191904039E+04  1.004875346407811E+00  2.826518735181277E-02  6.061478195653132E-01
  7.076681280964853E-01  9.976454717905236E+00  3.688115540825477E+04  1.004889616122644E+00  2.827002375672176E-02  6.071448393471213E-01
  7.083821741104123E-01  9.976363846233085E+00  3.678815288409570E+04  1.004903903375020E+00  2.827480109103637E-02  6.081419019316201E-01
  7.090961096745361E-01  9.976272741299256E+00  3.669515897442945E+04  1.004918217539172E+00  2.827951860374165E-02  6.091388433759846E-01
